epoch,loss,loss_data,loss_ic,loss_pde,D_mean,rho_mean,time_elapsed
28,0.12014623172581196,0.11274826154112816,0.0008816302979539614,0.06516339862719178,0.0006751809851266444,6.616537928581238,30.1393403000111
29,0.14255540259182453,0.13726234436035156,0.0007586305582663044,0.04534428333863616,0.0005730995035264641,7.284674644470215,31.220867800002452
30,0.11037402972579002,0.10523220524191856,0.0008349612326128408,0.04306864179670811,0.0005776390316896141,6.666194319725037,32.32294460000412
31,0.0811719112098217,0.07853860966861248,0.0005671611652360298,0.0206613983027637,0.000594588098465465,6.062444448471069,33.36438480000652
32,0.07186335697770119,0.06743317283689976,0.0009515441197436303,0.03478637244552374,0.000564964531804435,6.049568057060242,34.53019960000529
33,0.0650368370115757,0.06060380581766367,0.0004235379474266665,0.04009493999183178,0.00046836859110044315,6.981903910636902,35.5925772000046
34,0.0726706637069583,0.06918191350996494,0.0007376078428933397,0.027511459309607744,0.000352273928001523,8.65498697757721,36.71206390000589
35,0.06863219384104013,0.061803690157830715,0.0008333028927154373,0.05995200015604496,0.0003232565723010339,8.69909918308258,38.07316090000677
36,0.05156725086271763,0.0471548093482852,0.0006341359694488347,0.03778306394815445,0.0003105724899796769,8.43212115764618,39.14578679999977
37,0.053718794137239456,0.047564405016601086,0.0005119470370118506,0.05642440961673856,0.00033104708563769236,7.520349740982056,40.281009500002256
38,0.0502272704616189,0.04502860922366381,0.0005469033603731077,0.04651758261024952,0.0002839626140485052,8.166940450668335,41.41375840001274
39,0.06491759140044451,0.05809028074145317,0.0005463098495965824,0.06281001958996058,0.0002533612059778534,8.49086606502533,42.56125240000256
40,0.050581714138388634,0.04534830991178751,0.00032459444264532067,0.04908809578046203,0.0002458074704918545,8.109644293785095,43.64721310000459
41,0.052658118307590485,0.044716235250234604,0.0009213892335537821,0.07020492851734161,0.000243061800574651,7.623023986816406,44.82219540000369
42,0.04156074719503522,0.032528238371014595,0.0007360925446846522,0.08296416234225035,0.00023253449398907833,7.367171883583069,45.920369900006335
43,0.04254942387342453,0.03772016242146492,0.001109785502194427,0.037194752134382725,0.00018442526925355196,8.592512369155884,47.07983210000384
44,0.037753482814878225,0.033227428793907166,0.0006313176345429383,0.03894736710935831,0.00015849504416109994,9.28518795967102,48.152077800012194
45,0.033793930895626545,0.02993026887997985,0.0006428343695006333,0.032208274118602276,0.000134723937662784,10.15488314628601,49.27476130001014
46,0.02998914010822773,0.0260445405729115,0.0006329627867671661,0.03311636205762625,0.00013236529230198357,9.78779149055481,50.357170100003714
47,0.027642585802823305,0.024043298326432705,0.0005136323670740239,0.03085655253380537,0.00012553861779451836,9.79360032081604,51.447111000001314
48,0.02812748495489359,0.024932996835559607,0.0006309148302534595,0.02563573746010661,0.00011546883979463018,10.144372463226318,52.618585100004566
49,0.02715029427781701,0.02422951115295291,0.0005226211906119715,0.023981610545888543,9.939075607690029e-05,11.367849349975586,53.60483290000411
50,0.024776107165962458,0.021767433267086744,0.0006274114457482938,0.023812635336071253,8.28210795589257e-05,12.837359189987183,54.61813770000299
51,0.02630743198096752,0.022747268434613943,0.000721197835446219,0.02838965877890587,8.06569769338239e-05,12.91154432296753,55.60715870000422
52,0.035583777353167534,0.03173348121345043,0.0006122448539827019,0.03238049801439047,7.203534460131777e-05,13.809625387191772,56.68687590000627
53,0.04342479584738612,0.039581694174557924,0.0005860349119757302,0.03257064754143357,6.212248626979999e-05,15.184487104415894,57.69267080001009
54,0.04846847057342529,0.04505499545484781,0.0005287679941829992,0.02884706389158964,7.835378346499056e-05,12.029831886291504,58.70920720000868
55,0.05190485203638673,0.04854577640071511,0.0003405494389880914,0.03018526779487729,8.358107879757881e-05,11.103109359741211,59.701635500008706
56,0.06079931650310755,0.056788476184010506,0.0009624837821320398,0.03048357693478465,7.336045018746518e-05,11.86518120765686,60.73219340000651
57,0.07916553877294064,0.07443193811923265,0.0005636510832118802,0.04169949609786272,7.646525227755774e-05,11.216121196746826,61.85213550001208
58,0.057152364403009415,0.05065669026225805,0.0006719471421092749,0.05823727510869503,8.897808220353909e-05,9.726943016052246,62.847800500007
59,0.05410667695105076,0.050401052460074425,0.0004832916456507519,0.032223323825746775,0.00012796551527571864,7.126758575439453,63.88786440000695
60,0.06766404770314693,0.062426106072962284,0.00047675227688159794,0.04761189594864845,0.00017417650451534428,5.539064884185791,64.98020540000289
61,0.05936795752495527,0.055927922017872334,0.0007610158500028774,0.026790200266987085,0.0001492415503889788,6.175391793251038,66.04271900000458
62,0.06378260254859924,0.06101394630968571,0.0008718255994608626,0.018968316726386547,0.00010989171460096259,7.733970522880554,67.15015640000638
63,0.04452471807599068,0.04110956471413374,0.0010324485483579338,0.02382704522460699,0.00010385224777564872,8.19403624534607,68.23163890000433
64,0.058077121153473854,0.05555717647075653,0.0004293911033528275,0.020905556622892618,8.702955710759852e-05,9.35236382484436,69.25015930000518
65,0.06437813676893711,0.056664702482521534,0.0010302078153472394,0.06683226767927408,7.683134572289418e-05,10.201077461242676,70.25694090001343
66,0.05220118211582303,0.04800238274037838,0.0009763778944034129,0.03222421184182167,6.495427624031436e-05,11.207801818847656,71.38835780000954
67,0.037223340943455696,0.03257759241387248,0.0008647484428365715,0.03780999220907688,8.291839912999421e-05,9.177101135253906,72.40255870000692
68,0.038451021537184715,0.034832964185625315,0.0004049468607263407,0.03213111311197281,8.610815348220058e-05,8.959769010543823,73.4051221000118
69,0.03614947572350502,0.033465136773884296,0.0008467720181215554,0.01837567426264286,7.405360338452738e-05,10.016732692718506,74.46571530000074
70,0.029650619719177485,0.026951704174280167,0.0009470484510529786,0.01751866890117526,6.749328713340219e-05,10.721684217453003,75.50216600000567
71,0.029366554226726294,0.026544360909610987,0.0008484103163937107,0.019737830851227045,6.772627330065006e-05,10.564328670501709,76.52870770001027
72,0.02587576536461711,0.023240395355969667,0.0005298395553836599,0.021055299788713455,7.141942478483543e-05,10.032278776168823,77.56627440000011
73,0.024261764716356993,0.021622296189889312,0.0009066530838026665,0.01732815196737647,6.997722630330827e-05,10.149079322814941,78.8300476000004
74,0.02324190316721797,0.021317619364708662,0.0006936981753824512,0.012305862037464976,6.657341600657674e-05,10.620667457580566,79.87161360000027
75,0.022751362062990665,0.019744426710531116,0.0010528567217988893,0.019540784414857626,6.100780228734948e-05,11.416034936904907,80.87528160000511
76,0.0327381594106555,0.031108947470784187,0.00056951075384859,0.010597011307254434,4.884756071987795e-05,13.134891510009766,81.97112950000155
77,0.02942177327349782,0.026223919820040464,0.0006818918627686799,0.025159611832350492,5.2783317187277135e-05,12.419215202331543,82.96403460000874
78,0.06576698878780007,0.06282798759639263,0.0008774037160037551,0.020615957211703062,4.9551233132660855e-05,12.957525491714478,84.04742720001377
79,0.05796945374459028,0.05336867459118366,0.0008657450816826895,0.03735035005956888,5.0442835345165804e-05,12.589000940322876,85.1023392000061
80,0.056912800297141075,0.053077961318194866,0.00042083672087755986,0.034140005707740784,5.4934070249146316e-05,11.282984256744385,86.18974370000069
81,0.055988116189837456,0.05278000142425299,0.0008237558322434779,0.02384360507130623,7.25999034330016e-05,8.922730803489685,87.24631640000734
82,0.04328013211488724,0.040858213789761066,0.0005665358330588788,0.018553831847384572,8.093647193163633e-05,8.140019297599792,88.25608590000775
83,0.041450631339102983,0.039023241959512234,0.0010922055080300197,0.013351849047467113,7.488029405067209e-05,8.642407894134521,89.30022040000767
84,0.03579773847013712,0.03447881666943431,0.0005564463936025277,0.007624758291058242,7.557890421594493e-05,8.664550542831421,90.31406840001
85,0.029905039351433516,0.027762047480791807,0.0007860713431000477,0.013569207862019539,6.671535538771423e-05,9.5066659450531,91.42978360000416
86,0.026384957134723663,0.024688678793609142,0.000688054584315978,0.010082224616780877,5.0754006224451587e-05,11.67410922050476,92.99599200001103
87,0.023464414291083813,0.021751217544078827,0.0006693544637528248,0.010438418597914279,4.528116278379457e-05,12.702288150787354,94.26369050001085
88,0.024571403861045837,0.022881677839905024,0.0008107341491268016,0.008789918152615428,4.3028752770624124e-05,13.178675413131714,95.24506720001227
89,0.022971487138420343,0.02018827712163329,0.0011996805369562935,0.01583529287017882,4.049243489134824e-05,13.63162636756897,96.39043490000768
90,0.024743688758462667,0.02222338831052184,0.0005871917419426609,0.019331091083586216,3.698644013638841e-05,14.611227750778198,98.10881360000349
91,0.019532359670847654,0.01765589276328683,0.0005853078473592177,0.01291159214451909,3.665611166070448e-05,14.58225703239441,99.11568340001395
92,0.021046132780611515,0.01957807596772909,0.0005051000480307266,0.009629564825445414,4.040158455609344e-05,13.517027378082275,100.57918000000063
93,0.02191366022452712,0.02001007692888379,0.0005387711426010355,0.013648128602653742,4.109654855710687e-05,13.2963707447052,101.619935300012
94,0.020183484070003033,0.018885956844314933,0.000461292132968083,0.008362352615222335,3.5976400795334484e-05,14.70063042640686,102.65855310000188
95,0.01772282551974058,0.01657987735234201,0.0003618889477365883,0.007810590090230107,3.575565824576188e-05,14.697464227676392,103.87488030000532
96,0.01848707115277648,0.017169148661196232,0.000452074826171156,0.008658478735014796,3.473011383903213e-05,14.880935907363892,104.93272210001305
97,0.01706066820770502,0.015553173143416643,0.0005838255465278053,0.009236698388122022,3.367436647749855e-05,15.19026231765747,105.94666040000448
98,0.01966629968956113,0.017659018747508526,0.0008280083529825788,0.01179272448644042,3.0171513571985997e-05,16.535482168197632,107.24906300001021
99,0.015338002936914563,0.013673713547177613,0.00036047285539098084,0.013038162607699633,2.7352096822141903e-05,17.676473379135132,108.27042150001216
100,0.017553335754200816,0.01576033723540604,0.0010313806342310272,0.007616183545906097,2.8447270778997336e-05,17.038804531097412,109.32779360000859
